Case,Year,Volume_total_liters,Rent_received_liters,Liters_sold_price50,Revenue_price50_MXN,Liters_sold_AMMCHI,Revenue_AMMCHI_MXN,Total_revenue_MXN,Total_cost_MXN,Cost_per_liter_MXN,Profit_MXN,Source
Fabriquero,2002,2240,160,1640,82000,600,24000,106000,38975,17.39,67025,R7925f_Maguey-mezcal.pdf
