Case,Year,Liters_obtained,Rent_paid_liters,Liters_sold,Sale_price_per_liter_MXN,Total_revenue_MXN,Total_cost_MXN,Cost_per_liter_MXN,Profit_MXN,Source
Rentista 1,2002,240,60,180,50,9000,7915,43.9,1085,R7925f_Maguey-mezcal.pdf
