Case,Year,Liters_obtained,Rent_paid_liters,Liters_sold,Sale_price_per_liter_MXN,Total_revenue_MXN,Total_cost_MXN,Cost_per_liter_MXN,Profit_MXN,Source
Rentista 2,2002,400,100,300,50,15000,12125,40.4,2875,R7925f_Maguey-mezcal.pdf
